"path_3"	"UCS_0001_BAL"	"UCS_0002_BAL"	"UCS_0002_UA"	"UCS_0004_BAL"	"UCS_0005_BAL"	"UCS_0006_BAL"	"UCS_0007_BAL"	"UCS_0007_UA"	"UCS_0009_BAL"	"UCS_0009_UA"	"UCS_0010_BAL"	"UCS_0010_UA"	"UCS_0013_BAL"	"UCS_0013_UA"	"UCS_0014_BAL"	"UCS_0014_UA"	"UCS_0015_BAL"	"UCS_0015_UA"	"UCS_0016_BAL"	"UCS_0016_UA"	"UCS_0017_BAL"	"UCS_0018_BAL"	"UCS_0018_UA"	"UCS_0019_BAL"	"UCS_0020_BAL"	"UCS_0021_BAL"	"UCS_0021_UA"	"UCS_0022_BAL"	"UCS_0022_UA"	"UCS_0023_BAL"	"UCS_0023_UA"	"UCS_0025_BAL"	"UCS_0025_UA"	"UCS_0028_BAL"	"UCS_0028_UA"	"UCS_0029_BAL"	"UCS_0030_BAL"	"UCS_0030_UA"	"UCS_0031_BAL"	"UCS_0032_BAL"	"UCS_0032_UA"	"UCS_0033_BAL"	"UCS_0034_BAL"	"UCS_0035_BAL"	"UCS_0036_BAL"	"UCS_0037_BAL"	"UCS_0038_BAL"	"UCS_0038_UA"	"UCS_0039_BAL"	"UCS_0039_UA"	"UCS_0040_BAL"	"UCS_0040_BKG"	"UCS_0041_BAL"	"UCS_0041_UA"	"UCS_0042_BAL"	"UCS_0042_UA"	"UCS_0043_BAL"	"UCS_0043_UA"	"UCS_0044_BAL"	"UCS_0045_BAL"	"UCS_0046_BAL"	"UCS_0046_UA"	"UCS_0047_BAL"	"UCS_0048_BAL"	"UCS_0048_UA"	"UCS_0049_BAL"	"UCS_0050_BAL"	"UCS_0050_UA"	"UCS_0051_BAL"	"UCS_0051_UA"	"UCS_0052_BAL"	"UCS_0053_BAL"	"UCS_0053_UA"	"UCS_0054_BAL"	"UCS_0054_UA"	"UCS_0055_BAL"	"UCS_0055_UA"	"UCS_0056_BAL"	"UCS_0057_BAL"	"UCS_0057_UA"	"UCS_0058_BAL"	"UCS_0058_UA"	"UCS_0059_BAL"	"UCS_0060_BAL"	"UCS_0060_UA"	"UCS_0061_BAL"	"UCS_0061_UA"	"UCS_0062_BAL"	"UCS_0063_BAL"	"UCS_0063_UA"	"UCS_0064_BAL"	"UCS_0065_BAL"	"UCS_0066_BAL"	"UCS_0069_BAL"	"UCS_0069_BKG"	"UCS_0070_BAL"	"UCS_0070_BKG"	"UCS_0071_BAL"	"UCS_0072_BAL"	"UCS_0073_BAL"	"UCS_0073_UA"	"UCS_0074_BAL"	"UCS_0074_UA"	"UCS_0075_BAL"	"UCS_0076_BAL"	"UCS_0077_BAL"	"UCS_0077_UA"	"UCS_0079_BAL"	"UCS_0079_UA"	"UCS_0080_BAL"	"UCS_0081_BAL"	"UCS_0082_BAL"	"UCS_0083_BAL"	"UCS_0083_UA"	"UCS_0085_BAL"	"UCS_0085_BKG"	"UCS_0087_BAL"	"UCS_0088_BAL"	"UCS_0088_UA"	"UCS_0090_BAL"	"UCS_0093_BAL"	"UCS_0093_UA"	"UCS_0094_BAL"	"UCS_0094_UA"	"UCS_0095_BAL"	"UCS_0096_BAL"	"UCS_0096_UA"	"UCS_0097_BAL"	"UCS_0097_UA"	"UCS_0098_BAL"	"UCS_0099_BAL"	"UCS_0099_UA"	"UCS_0100_BAL"	"UCS_0101_BAL"	"UCS_0101_UA"	"UCS_0103_BAL"	"UCS_0106_BAL"	"UCS_0106_UA"	"UCS_0109_BAL"	"UCS_0114_BAL"	"UCS_0115_BAL"	"UCS_0116_BAL"	"UCS_0118_BAL"	"UCS_0123_BAL"	"UCS_0128_BAL"	"UCS_0130_BAL"	"UCS_0130_UA"	"UCS_0134_UA"	"UCS_0136_BKG"	"UCS_0138_BAL"	"UCS_0144_BAL"	"UCS_0147_BAL"	"UCS_0148_BAL"	"UCS_0148_UA"	"UCS_0151_BAL"	"UCS_0153_BAL"	"UCS_0153_UA"	"UCS_0154_BAL"	"UCS_0154_UA"	"UCS_0156_BAL"	"UCS_0156_UA"	"UCS_0158_BAL"	"UCS_0158_UA"	"UCS_0159_BAL"	"UCS_0159_UA"	"UCS_0160_BAL"	"UCS_0163_BAL"	"UCS_0164_BAL"	"UCS_0164_UA"	"UCS_0167_UA"	"UCS_0168_BAL"	"UCS_0170_BAL"	"UCS_0170_UA"	"UCS_0171_BAL"	"UCS_0172_UA"	"UCS_0174_BAL"	"UCS_0174_UA"	"UCS_0175_BAL"	"UCS_0175_UA"	"UCS_0176_BAL"	"UCS_0177_BAL"	"UCS_0177_UA"	"UCS_0180_BAL"	"UCS_0182_UA"	"UCS_0185_BAL"	"UCS_0185_UA"	"UCS_0190_BAL"	"UCS_0191_BAL"	"UCS_0191_UA"	"UCS_0192_BAL"	"UCS_0192_UA"	"UCS_0194_BAL"
"Homologous recombination"	201	1511	174075	731	3764	95540	6427	166358	672	79978	694	134257	12813	25626	590	53060	2361	23226	2709	142555	751	19730	148707	87	103	46	70620	387	26317	4696	14040	9449	63530	1892	86221	1450	43457	4944	51	7559	11536	216	1934	1600	6433	53	2943	20804	232	207021	1585	30915	2834	184294	735	93424	2511	81652	722	522	265	88071	122	7578	803518	167	2824	90661	65	491874	352	86766	23867	4607	43964	80	16383	613	188	66923	1841	835257	266	2154	33423	12572	73842	11035	5852	55568	6075	247	897	3911	9837	795	12727	79	113	291	178136	329	186060	5449	337	2426	808102	307	386444	157	111	109	484	45477	3880	23903	929	2844	101866	81	7275	1217214	372	427848	675	38739	866882	686	130788	67	1141	1017980	253	2141	30246	76	79648	433034	265984	7740	2909	16861	22646	1140	12831	42355	106035	5811412	4037	208476	6772	86	15367	162287	1575	1981	60251	104604	782700	2824	18477	2677581	1726346	1011	284641	3085	1518	12866	20489	87871	2538	6032	95266	1911	112744	761875	19156	7305	153663	3186	35871	71001	23375	63587	5062	45016	93	110	19011	394	90479	855
"HSP10"	5	4	1	1	6	5	0	0	40	2529	250	3218	451	1174	1	2	118	13814	22	4335	0	1	1261	1	4	0	341	0	100	69	67	67	581	92	1767	3	10048	313	1	6	50	0	89	102	0	0	227	731	3	1268	12	0	157	1248	0	0	20	290	0	1	1	0	2	1	1159	0	108	2426	2	0	5	2030	181	2	19	6	161	24	5	3	0	14	1	725	266	77	327	698	0	0	0	0	10	1	242	19	4345	2	8	0	9	0	0	19	2	4	1	3	2	7	6	2	12	202	538	125	107	166	2694	2	4	0	1	0	235	3	0	1	1	2	0	0	22	0	20	4	300	1015	0	20	2	0	8	2	532	3661	2313	12649	356	246	85	2	62	3	8	48	4689	1064	7083	15	120	3	0	6	3	2	44	2	46	483	100	3	1901	649	188	43970	99	18	2678	185	79	1327	821	1	79	73	0	1	503	7	6	0
"HSP100"	158	121	26257	31	454	5738	2363	46347	118	19192	109	20746	1950	4407	84	11452	148	4495	329	43527	429	3561	28105	18	5	10	9106	30	7255	1172	3101	1846	11888	374	13166	51	19691	1785	8	1190	1602	179	175	567	497	2	440	4108	22	34427	83	27066	429	28575	42	6357	453	18441	109	30	29	8868	14	1230	132103	11	851	10241	6	46709	160	20999	4314	370	15783	40	9674	26	65	14152	269	120633	84	631	13039	548	15919	2150	2043	12770	225	21	110	5406	1648	138	48545	9	30	49	29546	23	31190	7686	557	568	89136	123	92739	8	18	21	108	15088	2392	1814	185	677	11864	11	2284	166900	160	77753	295	9270	160358	350	32779	36	51	129979	170	12	8085	55	25596	84970	54970	3066	337	3686	6193	577	1398	11565	15955	1596714	1836	3780	2411	20	595	23835	42	343	14155	20175	227557	2256	6411	505191	260976	142	31574	230	101	2257	7730	11755	1824	1183	12661	4	57599	164874	5635	4820	42104	624	15607	16240	8480	12300	1631	11399	49	27	4223	53	17307	266
"HSP110"	2	6	10841	28	3	8749	1	16	6	363	14	11	116	127	2	0	2	200	1	0	2	2	896	1	10	1	1812	35	115	11	0	1	0	2	0	257	1578	13	3	1	27	3	427	24	475	2	3	0	4	0	3	2	9	3	92	5536	2	0	1	6	38	1533	4	23	1095	3	4	34	1	14	1	0	0	687	2205	3	2	0	1	0	2	0	77	3	22	637	10094	21	49	97	487	0	1	45	0	40	4	2	1	0	0	0	0	28	1	1	2	2	1	5	2	3	0	63	1	1098	0	3	194	0	94	19	0	1	0	0	0	0	1	1	8	39	6	0	1239	1	1	2	7167	2	284	5	0	18	8	0	64	1159	0	0	33	0	4126	11598	2613	48	0	680	6639	0	12	3	0	0	8395	1494	6	0	0	0	5	0	131	0	43	2	97	14	1711	0	0	0	0	4906	2	78	1	0	0	40	3599	24
"HSP15"	1	24	417	120	0	11384	3	15	1	565	32	11	161	744	0	3	27	526	1	0	9	2	1074	2	7	1	2213	12	20	0	0	0	2	0	1	158	63	7	5	5	1	0	51	107	764	0	0	1	0	4	3	5	1	0	86	9695	5	11	0	5	53	1680	7	20	859	0	7	85	2	1	0	2	0	425	3502	1	1	5	0	3	0	5	4	7	3	3402	30654	1	40	19	62	2	1	18	0	14	1	1	3	7	0	0	0	2	3	1	35	0	67	34	2	0	0	0	4	1160	0	3	775	1	388	2386	4	1	1	6	0	2	204	0	1	17	0	1	7117	0	0	1	2854	0	757	1	0	48	274	0	5	2854	3	333	2609	0	534	72233	923	0	1	6909	83502	0	89	1	1	2	1207	132	397	0	0	2	0	47	318	0	16	415	466	20	15420	0	3	0	0	7815	0	22	1	1	0	0	1336	20
"HSP20"	0	21	316	0	77	2525	1	8	0	2	10	8889	58	7	0	3	0	21	108	4163	0	1	255	2	3	0	4943	0	743	44	140	587	1579	24	784	17	2542	378	0	3	66	0	5	226	1	1	694	1449	0	4	0	2	1	0	3	1125	73	1469	1	5	0	109	2	837	7172	6	8	17	0	21	4	2821	385	67	892	4	84	2	6	0	0	13	2	10	1190	82	1442	14	37	4	46	0	18	7	73	1	856	3	3	2	6	0	79	39	2	6	5	0	189	3	4	0	5	145	131	0	17	6	721	3	162	35	0	5	0	2	0	2	2	5	0	2	7	7	981	4	5858	70875	138	1	0	7	1814	0	7	98	75	7337	2	0	3	0	685	3032	6	0	108	12052	76422	27	94	6	10	2	348	0	48	0	2	1254	2	2	658	0	8568	11644	402	8	5512	278	1216	7233	0	589	15	153	2	2	63	4	286	0
"HSP24"	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	38	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	38	0	0	0	0	3	0	0	0	0	55	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"HSP33"	31	76	24744	0	580	3	1394	25018	30	8418	44	4230	950	643	53	1569	171	2749	164	21954	34	1383	52206	5	7	2	2787	11	876	447	2496	1453	5626	164	17212	19	4195	322	9	2333	2083	31	44	27	6	4	191	3799	2	49833	49	1154	367	22899	15	472	356	7400	119	18	56	4486	4	1077	261457	44	216	2551	4	39218	158	10082	2807	6	6204	11	397	127	11	15049	783	401579	44	63	225	48	2392	330	1076	2037	29	14	67	13	254	155	946	2	16	36	57844	12	37255	81	9	181	130996	51	115788	6	16	10	52	5880	422	475	39	125	7226	6	1242	258938	29	90576	127	17757	126022	66	14936	12	215	49033	9	7	895	29	4646	54277	60150	1227	21	2015	110	186	655	923	6831	494670	113	5070	73	6	61	2862	94	230	10002	5089	53602	170	517	248810	973305	80	21031	49	20	429	566	11516	425	327	8524	198	5583	15131	949	88	11184	319	3589	3166	85	2	218	9616	15	6	3907	42	5403	87
"HSP40 / DNAJ"	51	280	55806	99	2760	7146	3758	115755	56	25049	177	2731	2755	4166	219	1757	380	874	1119	22715	27	7007	45032	17	28	4	3043	53	786	340	57	2775	21022	468	24855	215	7293	639	10	1610	1163	314	685	142	569	10	397	2017	22	49512	89	14111	260	22264	207	11473	356	21696	145	23	371	18640	11	247	193610	108	594	12902	21	22120	84	10423	4644	571	13705	39	17303	313	131	22860	537	299040	62	41	2315	1900	37497	1828	852	7527	1140	44	17	46	1191	218	8311	9	27	18	29128	62	30791	175	31	371	310790	68	147769	4	37	14	66	15769	1491	477	1410	296	4308	23	2740	406882	30	158576	393	18960	511597	34	29648	7	636	310451	90	21	3064	16	1431	14144	177232	1444	1328	5137	22	110	1447	629	751	998043	1481	18411	295	27	298	20633	16	399	21078	6209	112666	1324	862	966529	562503	305	56175	556	150	165	1016	7032	169	160	5695	18	4425	11552	1137	162	10687	848	2467	5718	247	8184	51	19437	20	19	2572	158	23503	140
"HSP60 / Chaperonin"	0	21	15003	152	2	32600	4	67	11	2546	166	1128	1034	2085	10	0	54	2438	169	2438	4	0	6015	2	5	2	7131	21	463	51	2	190	1645	54	1989	295	5033	342	1	227	99	3	355	1135	2526	0	219	423	1	143	6	1575	153	1012	205	15444	2	93	19	9	158	7001	77	95	4380	5	156	3433	49	11	265	3299	105	3356	12763	5	152	64	5	5	2	0	122	192	550	1969	18364	207	74	100	1146	0	57	222	787	12	1800	0	4	10	3	1	2	40	1	2	11	1	50	242	4	7	32	94	390	0	28	116	2078	11	367	141	3	9	26	10	2	4	0	4	3	116	46	6	2643	14	372	1545	14723	16	173	4	4	28	275	2097	2818	19360	0	329	3431	9	3528	52357	987	120	1429	5137	52732	10	720	145	10	12	21223	1232	197	8	19	215	4	22	2205	3	253	36872	651	25	9503	82	433	1084	137	14973	133	334	7	4	220	10	6863	98
"HSP70 / DNAK"	6	55	24	5	357	52	15	0	69	637	12	1377	177	547	232	177	53	167	19	2288	3	37	719	3	1	0	117	2	313	39	32	139	280	0	936	2	1922	275	0	255	386	3	0	12	27	6	129	418	5	1095	14	1001	103	1036	1	1	14	620	1	10	13	12	2	10	5263	6	46	1083	0	1523	63	1164	241	4	58	2	216	6	8	319	2	307	4	111	402	157	1732	2847	104	31	2	2	24	10	1016	4	6117	2	2	2	1202	2	3134	337	4	21	2646	1	233	7	6	3	4	202	84	542	70	116	1135	8	6	638	7	47	0	171	370	30	16	2	5	3	59	175	411	40	276	1522	484	61	77	325	220	34	35	2228	3989	133391	230	3000	38	0	3569	46	23	46	546	503	5595	65	597	14694	9073	5	2	151	115	424	138	816	37	0	1541	844	251	20442	174	75	7629	2	429	1223	14142	11	96	48	0	0	1428	1	2	4
"HSP90"	1	10	4358	3	47	313	77	8032	14	1250	5	473	109	75	80	1408	2	23	64	2289	0	43	3719	0	4	0	156	1	55	0	2	154	1204	13	958	10	502	69	0	1	35	0	2	0	41	1	2	38	2	4476	0	2	17	3404	8	1444	1	154	73	0	0	1649	0	63	8141	2	5	396	0	1475	4	237	121	25	332	0	30	27	2	915	76	14482	21	0	28	38	746	4	226	2978	118	0	0	2	0	11	28555	0	0	0	4565	7	4889	11	0	2	9021	0	9661	0	0	0	6	287	58	0	2	5	280	0	349	43862	2	17375	0	748	13062	26	3387	0	1	10520	0	0	200	19	85	756	6554	95	2	29	1	233	112	49	1175	23595	4	0	915	0	1	3629	2	100	1294	332	7976	0	72	25818	22033	96	3850	29	0	0	118	162	0	0	200	0	1193	658	105	72	791	170	241	251	0	1155	4	1135	4	1	134	2	1267	7
"Human cytomegalovirus infection"	243	873	128003	394	4672	55106	1574	40748	109	22201	1285	64130	9945	17871	148	28345	2513	26221	2208	104743	86	3901	62530	31	55	31	36785	238	17482	2846	16894	9519	38270	1652	63376	1758	58377	18036	29	4984	23895	216	1473	1752	4904	27	3359	15676	93	65070	173	5759	3968	51716	1056	67329	961	17866	82	745	336	28150	121	2748	300561	65	2818	43033	48	177989	121	58854	20739	6169	29442	132	11582	229	55	28160	1086	254653	151	5226	18243	4893	75708	12548	1532	16573	3187	41	630	678	2047	372	29349	43	78	128	46328	218	46635	1978	43	349	76544	89	82091	1153	260	57	166	8085	3837	7295	1868	3725	73422	77	4563	485716	205	76703	410	22110	134420	347	33436	112	1843	135408	145	454	23265	199	63100	260448	179394	5767	2070	13790	119077	1994	12556	35159	36590	3359533	2359	92296	4344	195	16409	228444	1891	1113	34888	59222	402079	5842	27305	1579302	172488	464	79667	2763	2462	69	1589	23611	622	2674	56433	19	34086	525515	29380	1889	112105	4337	58826	85994	7051	35799	4372	14730	75	87	24809	239	27199	988
"Human immunodeficiency virus 1 infection"	249	1099	147579	592	4698	74430	1591	40774	194	25043	1376	89411	11782	21320	176	28358	2618	28111	2655	116251	116	3979	67875	52	97	39	51676	426	19527	3950	18816	10393	42336	1647	66616	2474	66838	18766	34	5162	24103	227	2172	2039	7450	43	3600	17450	119	67825	173	22144	4116	55468	1557	103986	1159	19304	179	770	359	32545	134	3720	358288	76	2911	45923	51	179446	150	64650	21364	9428	34047	146	12046	426	128	28171	1091	254776	397	5924	29185	7752	105848	13881	1729	16925	5117	51	757	782	7412	457	35669	54	88	139	48509	236	48934	2151	58	362	76756	98	82672	1159	337	76	171	8343	4362	9339	2231	3913	76847	82	5556	484390	218	76769	404	22125	134423	398	33702	138	1866	135825	242	449	29320	240	84422	308901	187243	5869	4123	13797	134915	2036	13237	39295	42952	3459499	2716	93049	4788	225	17021	312365	1983	1387	36493	74872	531063	5877	29665	1579390	172499	510	111178	3140	2760	144	1629	27312	623	2735	61505	2001	41735	560196	31241	1965	147936	3537	63065	97888	10839	68016	4405	15554	85	95	28839	260	33456	1116
"Human papillomavirus infection"	478	664	220781	235	4859	42918	4004	125560	253	81424	638	98569	8150	16852	561	104265	3135	37202	2873	159102	283	18719	159351	1008	94	60	84125	311	52069	4791	15362	7212	46979	1409	68005	792	34036	5111	38	7435	14899	187	1475	1709	3230	55	4263	16969	176	90077	469	14965	1032	120136	1066	52098	1960	90744	422	216	337	55898	125	5103	674854	67	2311	69442	265	193555	98	110129	28825	3395	37567	82	8473	402	93	84428	1967	714708	306	2616	38803	4610	67151	5361	8426	44697	3519	290	302	1305	3160	803	45969	139	127	236	352650	1064	92788	2362	156	2494	925458	332	329985	271	125	112	232	40209	2935	9177	479	2724	132688	66	8389	1258939	471	323348	536	59046	663917	600	176220	83	976	1006652	245	636	20744	133	67024	388028	356166	9308	3419	33080	41307	2116	18221	14231	51565	6456032	1525	69649	995	128	3322	112529	4160	1442	52159	71680	643754	5100	16124	5791760	2257431	1493	147105	5433	1883	5918	9480	65058	1530	3769	70080	1368	91541	250432	11152	10741	165385	5952	35411	68806	28485	38888	3171	57930	158	195	27879	580	69602	650
"Human T-cell leukemia virus 1 infection"	170	472	104704	221	2157	35730	2948	109219	261	33827	454	16067	3806	6790	127	713	886	6633	1052	42344	72	6790	85205	28	53	26	22585	108	3877	929	3299	5763	25575	610	36734	568	16346	2298	18	2227	4314	147	1136	596	2906	29	817	3398	75	51575	141	43419	827	44569	546	49484	511	30415	180	327	98	26906	40	1301	201962	32	434	26741	54	67768	37	14431	7869	2148	12382	47	5138	371	77	13287	855	314451	179	2200	24874	3297	41364	4363	2644	7720	2490	28	232	306	29316	409	37703	45	81	109	68704	67	42337	927	57	800	385969	105	124863	431	101	61	96	16972	2309	6806	467	507	25666	87	6793	1018888	253	241897	760	16399	206322	291	71341	33	412	201817	201	37	10307	82	25211	116446	155144	5797	804	8898	67613	1151	3357	8451	18091	3016370	1666	10585	854	242	3714	66479	152	1173	29976	18633	268014	1982	7838	1439587	1622276	257	108778	3189	1237	58	1508	24953	443	452	10868	334	19406	64805	4476	1659	41244	3944	13498	18879	11871	14984	2253	30727	58	81	9649	215	29960	343
"Huntington disease"	1366	3007	801434	1095	15811	131265	29153	1221871	2081	248836	2534	428865	64354	90614	3529	95987	7222	88346	7335	623591	1517	78168	695921	217	358	122	191829	1046	44917	18896	58779	41101	217465	10543	263672	4017	266874	20813	147	33210	49926	2174	5166	9924	9911	204	20808	106909	1017	454314	1385	48908	11486	468895	2483	171253	10741	369381	1108	1299	1311	265358	543	49012	3318587	666	12722	241756	296	2165153	617	376722	83911	14931	99609	287	83348	1494	366	202781	6733	2874466	792	8483	146044	21103	221451	37083	26363	168135	11099	526	4141	4090	48415	2115	105169	236	621	757	590367	1212	519154	7830	672	13980	3548526	1839	1819269	490	614	307	1138	108610	27190	10352	1483	14112	246455	277	42806	7783817	1026	1546036	1769	195257	2363847	1935	585433	273	5286	2085456	1729	645	83575	304	245054	1475846	1351888	39416	11749	183303	102110	4774	32696	141208	340275	44229530	22491	556584	7643	518	6622	368129	4799	13907	297982	291123	2605354	34550	49849	12546497	5497412	7423	782406	9530	3419	19857	42273	218808	2606	53236	203849	7518	404321	1827125	47531	49845	511934	21476	206488	252042	52311	127225	17516	167068	423	265	66369	1870	229919	3771
"HupT-HupR (hydrogenase synthesis regulation)"	7	109	6866	1	2	6353	0	13	9	170	0	551	49	47	0	83	22	228	2	158	10	5	841	1	2	9	9132	0	157	14	3	16	70	2	104	124	463	2	0	3	39	0	258	34	513	0	23	53	42	420	0	0	2	33	78	13060	8	108	5	4	7	216	25	273	8268	3	4	34	8	34663	1	28	24	873	1263	1	6	1	0	88	2	0	10	19	707	1124	2104	53	61	237	338	1	514	157	0	12	2	0	1	0	144	0	93	16	1	2	4	1	59	3	0	3	2	0	0	0	0	92	565	1	13	40	0	23	4	209	3335	2	6	0	0	59	1	0	416	0	709	11704	4352	2	0	0	13	1	4	23	350	2817	0	372	96	2	406	9796	113	0	2	753	8061	0	48	10553	14	0	4784	64	44	0	0	26	0	0	147	0	837	2563	151	14	2015	0	472	524	2	2847	14	153	1	0	1	0	986	65
"HWP1, RBT1"	0	104	821	29	0	84	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	169	0	34	0	0	0	0	0	0	0	54	0	0	0	0	0	29	0	13	0	0	0	0	0	0	0	0	0	12	441	0	0	0	0	0	16	0	0	1	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	206	517	0	0	13	68	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	917	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1029	0	0	0	0	0	2	0	0	0	0	0	0	0	1	457	0	0	0	1	171	0	6	0	0	21	1158	0	0	0	0	0	0	0	0	0	0	0	14	0	215	0	0	0	0	470	0	11	0	0	0	0	8	4
"hya"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hyaluronidases/Collagenases"	3	2	2	0	0	0	1	0	26	0	0	2	0	0	0	0	0	0	1	0	0	0	3	1	0	0	2	0	0	0	0	2	0	0	24	0	128	14	0	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	0	6	2	6	0	0	0	0	0	1	9	2	0	24	10	7	0	0	0	0	38	0	0	0	0	0	0	0	16	0	0	5	0	0	0	0	1	3	320	0	3527	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	30	0	2	0	0	0	9	2	0	0	0	0	4	0	0	0	0	4	0	1	5	5	0	0	2	20	0	5	0	0	0	0	29	0	0	0	1	4	4	0	0	0	0	109	58	0	3	0	0	0	0	5	0	12	0	198	0	0	0	0	15	2	8	0	0	189	70	108	0	0	0	0	0	5	0	2	0
"HydH-HydG (metal tolerance)"	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	19	18	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	66	2	0	0	0	0	0	0	0	0	0	0	8	16	0	0	96	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	35	18	0	0	0	0	0	0	56	138	95	0	0	0	0	0	0	0	0	0	9	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0
"Hydrogen cyanide production"	2	131	16521	103	7	85611	3	186	18	1502	39	106	1225	1150	2	4	65	1846	2	11	5	7	9808	5	2	3	6359	18	1146	3	8	10	0	4	62	549	1647	38	9	6	10	6	1671	322	3214	7	31	15	4	5	3	11	5	4	456	59746	18	9	0	9	147	9451	110	211	6233	2	37	399	8	33	2	9	13	3425	9490	5	5	263	4	12	1	69	162	98	35	4977	39717	57	209	505	1513	12	4	846	80	35	20	7	5	3	2	4	9	51	4	4	455	3	63	107	2	8	6	2	20	4874	5	17	689	2	826	77	10	50	2	12	57	6	123	4	14	478	3	1	7411	1	2	297	8275	1	286	4	40	6	325	2	216	34110	566	2	432	1	3439	121027	263	0	3	3827	49367	3	944	709	64	110	25906	1701	684	5	8	57	2	2	1984	4	56	575	1567	8	30050	6	7	31	2963	40407	1	688	4	1	2	80	8807	205
"Hydrolases"	6	4	4	0	8	0	0	3	7	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	2	6	1	0	1	2	2935	0	0	0	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	12	0	2	0	2	27	30	0	0	0	0	2	0	0	5	0	0	0	0	0	0	8	10	0	4	0	0	1	0	2	2	2	0	2	0	0	0	0	2	0	5	0	0	0	0	0	0	12	0	0	0	8	2	0	386	90	118	0	12	2	0	0	0	1	0	0	2	0	0	11	2	0	0	0	2	0	0	0	0	1	0	0	2	1	2	0	0	0	0	0	1	0	2	2	0	0	0	0	119	0	55	0	0	0	0	0	0	0	0	0	0
"Hydrophobic molecule"	0	0	2402	10	0	9748	0	0	8	138	2	20	106	230	1	0	247	171	0	0	4	0	1064	1	2	0	1455	19	126	0	0	0	0	0	0	82	213	0	0	0	0	1	343	56	891	0	0	0	0	0	0	4	0	0	185	5711	2	0	0	0	4	561	0	49	2014	0	5	26	0	0	0	0	0	822	2734	0	0	26	0	0	0	0	97	3	0	647	3169	2	61	12	271	0	0	0	0	155	1	0	0	0	0	0	0	2	1	2	3	0	0	2	0	0	0	0	0	0	0	0	109	0	78	2	0	3	0	0	0	2	0	0	0	19	0	0	1166	0	10	0	1505	1	89	0	0	2	2	0	7	681	1	0	0	0	2	9610	2	0	0	899	4149	0	21	1	2	0	13027	452	0	0	0	0	2	0	372	0	29	87	195	0	2685	0	0	0	0	4974	33	25	0	0	0	5	1586	40
